lineOfBusiness Component,editor Qualifier,channel Component,product Component,domain Component,domain_sequence Qualifier,subdomain Component,sub_domain_sequence Qualifier,business_flow Component,business_flow_sequence Qualifier,Task Component,task_sequence Qualifier,application Component,correlation_id Qualifier,FK_Data[Applications].Correlation_ID
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Opt-in / out of Paperless Billing,11,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Go to Billing,12,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Go to Billing,12,Digital IDP,27531,27531
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Go to Billing,12,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,View Latest Bill,13,IDP-BUPS,33847,33847
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,View Latest Bill,13,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,View Latest Bill,13,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Go to Services,14,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,"Select ""Change My Plan""",15,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,"Select ""Change My Plan""",15,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Compare and Select Wireless Plan,16,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Compare and Select Wireless Plan,16,IDP-Commerce-C&P,33825,33825
Mass Markets,tm0828,Online,Mobility,Use & Manage,3,Change Settings & Prefrences,1,Manage Account,2,Compare and Select Wireless Plan,16,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Change Settings & Prefrences,1,Manage Account,2,Pay Activation Costs,17,IDP-Upper Funnel Cloud,31548,31548
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Change Settings & Prefrences,1,Manage Account,2,Pay Activation Costs,17,OCE,23488,23488
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,IDP-Cloud-CG,31468,31468
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,ATT CCT AEP,26150,26150
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,ATT CCT APIGEE,30793,30793
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,ATT CCT Service Access Gateway,26215,26215
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,CCT ATT IPCS,25363,25363
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,DialogFlow,31036,31036
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,ECO USP,34361,34361
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,IDP- Chat VA ANDi,30063,30063
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,PC-GCP BI,31445,31445
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR Menu + Retrieve Customer Info & Route Call,2,CSI - Customer Care,20182,20182
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Integrate Telephony,3,ATT CCTP CTI FRAME,9367,9367
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Integrate Telephony,3,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Handoff to Agent from IVR,4,ATT Coral Desktop,26959,26959
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,IVR to Agent Handoff,4,ATT Coral Desktop,26959,26959
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Handoff to Agent from IVR,4,LS CRM,10056,10056
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Handoff to Agent from IVR,4,CCSF,30685,30685
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Transcribe / Redact SPI,5,SC-SPI,26967,26967
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Transcribe / Redact SPI,5,RAISR,28167,28167
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Transcribe / Redact SPI,5,Sonus TCCS,26630,26630
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Record / Monitor Call,6,ECRMI,28024,28024
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Record / Monitor Call,6,ATT VERINT CQM,9248,9248
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Record / Monitor Call,6,Qfiniti Call Recording,17611,17611
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Create New Customer,7,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Create New Customer,7,CCSF,30685,30685
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Send Promotional Offer to Customer,1,notifyNow,30920,30920
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,TLG-MOB,18193,18193
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,INLAP,31374,31374
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,CSI Parent/Triage,17690,17690
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,Digital IDP,27531,27531
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,T.Data,21948,21948
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,CCMULE,30686,30686
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,(FED) - US,24433,24433
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,IDP-Cloud-CG,31468,31468
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,OVALS,21269,21269
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Search Customer Service Address,8,CCSF,30685,30685
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,MPSYS,8841,8841
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,CCMULE,30686,30686
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Customer Confirmation (SMS),4,ABPT,18781,18781
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Customer Confirmation (SMS),4,BWSFMC,30687,30687
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Customer Confirmation (SMS),4,CCMule-CLM,33686,33686
Mass Markets,bb0063,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,CSI - Customer Care,20182,20182
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,CSI - Customer Care,20182,20182
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,IDP-IDM,32765,32765
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,IDP-Cloud-CG,31468,31468
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,(FED) - iCAS,23439,23439
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,GRID-GDDN,22509,22509
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,AVTK,25114,25114
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,View Services Available to Customer + Create Account,9,CCSF,30685,30685
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Port Number,10,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Port Number,10,CAS,18224,18224
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Port Number,10,CPC,17765,17765
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Port Number,10,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Create Account,11,TLG-MOB,18193,18193
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Schedule Device Delivery / Pickup,9,YODA,21053,21053
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Create Account,11,CSI Parent/Triage,17690,17690
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Create Account,11,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check Credit,12,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check Credit,12,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check Credit,12,AVTK,25114,25114
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Select Phones (Bundle Builder),13,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Select Phones (Bundle Builder),13,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Validate Order and Quote (Bundle Builder),14,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Validate Order and Quote (Bundle Builder),14,(FED) - CPC,23205,23205
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Validate Order and Quote (Bundle Builder),14,OPUS - C,18257,18257
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Check Account Eligibility,4,CSI - Product and Offer Mgt,20180,20180
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Select Number,15,TLG-MOB,18193,18193
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Check Account Eligibility,4,CSI - CPSVC,23901,23901
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Add Device / Plan to Cart,5,IDP-Commerce-C&P,33825,33825
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Add Device / Plan to Cart,5,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Check Account Eligibility,4,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Navigate to Offer,3,IDP-CLD,31467,31467
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Log into AT&T Account,2,IDP-WebAcctMgmt,32768,32768
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Check Account Eligibility,4,IDP-Cloud-CG,31468,31468
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Add Device / Plan to Cart,5,Digital IDP,27531,27531
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Add Extra Add-ons,6,Digital IDP,27531,27531
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Log into AT&T Account,2,CIAM-AM,27460,27460
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services ,3,Apply Promotions,3,Review Cart,7,IDP-Cart-and-Checkout-UI,33921,33921
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Provision Device,1,Intune,30989,30989
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Log Into Device,2,WIAM-AM,26224,26224
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,3,(FED) - FASTBPM,27267,27267
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,3,Digital IDP,27531,27531
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Select Number,15,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Select Number,15,(FED) - CPC,23205,23205
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Set Up Paperless Billing / Autopay,16,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Set Up Paperless Billing / Autopay,16,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Review Terms & Conditions,17,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Review Terms & Conditions,17,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check for Fraud,18,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check for Fraud,18,EDP,18211,18211
Mass Markets,bb0063,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check for Fraud,18,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check for Fraud,18,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Check for Fraud,18,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Complete Payment & Sale,19,TLG-MOB,18193,18193
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Complete Payment & Sale,19,CAPM,73,73
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Complete Payment & Sale,19,CSI - CPSVC,23901,23901
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Complete Payment & Sale,19,(FED) - COMS,23283,23283
Mass Markets,bb0063,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Complete Payment & Sale,19,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Complete Payment & Sale,19,CSI - Customer Care,20182,20182
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Complete Payment & Sale,19,OPUS - C,18257,18257
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Recap Call,20,ATT Coral Desktop,26959,26959
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Recap Call,20,CCSF,30685,30685
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Auto-Summarize Notes,21,ASKTS,30176,30176
Mass Markets,lg8383,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Auto-Summarize Notes,21,CAST,33435,33435
Mass Markets,ac412t,Care,Mobility,Onboard & Activate,2,Setup & Activate,3,Create New Customer,3,Auto-Summarize Notes,21,CCDL,32255,32255
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,3,EDGE,19062,19062
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Select Job / View Comments,4,(FED) - FASTBPM,27267,27267
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Select Job / View Comments,4,EDGE,19062,19062
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Select Job / View Comments,4,LS-OMS,10038,10038
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Contact Customer / Verify ETA,5,SHM,26965,26965
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Arrive on Prem / Update Job,6,(FED) - FASTBPM,27267,27267
Mass Markets,bb0063,Field,Broadband,Service & Support,4,Resolve Issue ,3,Troubleshoot / Repair Consumer Broadband,3,Arrive on Prem / Update Job,6,EDGE,19062,19062
