editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Validate Pricing,4,(FED) - CPC,23205,23205,/service=com.att.csi.m2e.InquireAvailablePromotions/version=306.5.6/envContext=PROD/routeOffer=AE2P01,10/20/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,"OPUS ->> TLGMOB:	AppQueryBeanTracer/getUserInfo
OPUS ->> TLGMOB:	NewProductConvBeanTracer/getAvailableSubList
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setAddressApplyType
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setDealerInfo
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setFilterRateCenterList
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setNewProductPK
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setPpuAddress
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setRateCenter
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setRateCenter
OPUS ->> TLGMOB:	RefQueryBeanTracer/getImeiFrequencyInfo
OPUS ->> TLGMOB:	refQueryBeanTracer/getIpDefinition
OPUS ->> TLGMOB:	RefQueryBeanTracer/getLogicalDateList
OPUS ->> TLGMOB:	RefQueryBeanTracer/getNpaNxxByRateCenter
OPUS ->> TLGMOB:	RefQueryBeanTracer/getRelatedSocList
OPUS ->> TLGMOB:	RefQueryBeanTracer/getUserSaleChannel
OPUS ->> FEDCPC:	/service=com.att.csi.m2e.InquireAvailablePromotions/version=306.5.6/envContext=PROD/routeOffer=AE2P01
OPUS ->> FEDCPC:		/service=com.att.csi.m2e.InquireAvailablePromotions/version=306.5.6/envContext=PROD/routeOffer=AW2P01
OPUS ->> FEDCPC:		/service=com.att.csi.m2e.InquireAvailablePromotions/version=306.5.6/envContext=PROD/routeOffer=ASC2P01",Validate Pricing,4,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,RefQueryBeanTracer/getSubMarketList,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,RefQueryBeanTracer/getParamValues,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,RefQueryBeanTracer/getIxcCodes,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,RefQueryBeanTracer/getFeatureListBySoc,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setRemoveSoc,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/validateImeiRequiredSocs,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setUserName,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setPricePlan,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setPpuAddress,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewSoc,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,newProductConvBeanTracer/setEquInstlmntInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setDirectFulfillmentInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setDealerInfo,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setCommonOrderId,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setAutoAttachedSoc,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,NewProductConvBeanTracer/setAddressApplyType,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,MultiNewProductConvBeanTracer/saveMultiProduct,10/10/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,BulkMoveProductConvBeanTracer/setConfirmationIndicators,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,BulkMoveProductConvBeanTracer/getDuplicatedFtrs,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,BanServicesBeanTracer/loadAccount,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,AppQueryBeanTracer/getProductInquireInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,AppQueryBeanTracer/getMobileLevelData,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,appQueryBeanTracer/getCustInstPlanID,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Reserve CTN,5,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanInquireInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,"OPUS ->> TLGMOB:	appQueryBeanTracer/getCustInstPlanID
OPUS ->> TLGMOB:	appQueryBeanTracer/getEquInstmntInfo
OPUS ->> TLGMOB:	AppQueryBeanTracer/getMobileLevelData
OPUS ->> TLGMOB:	AppQueryBeanTracer/getProductInquireInfo
OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/createNewMemo
OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB:	BanFinancialActivitiesConvBeanTracer/setBanPK
OPUS ->> TLGMOB:	BanServicesBeanTracer/loadAccount
OPUS ->> TLGMOB:	BulkMoveProductConvBeanTracer/getDuplicatedFtrs
OPUS ->> TLGMOB:	BulkMoveProductConvBeanTracer/setConfirmationIndicators
OPUS ->> TLGMOB:	MultiNewProductConvBeanTracer/saveMultiProduct
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setAddressApplyType
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setAutoAttachedSoc
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setCommonOrderId
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setDealerInfo
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setDirectFulfillmentInfo
OPUS ->> TLGMOB:	newProductConvBeanTracer/setEquInstlmntInfo
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setNewProductPK
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setNewSoc
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setPpuAddress
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setPricePlan
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setUserName
OPUS ->> TLGMOB:	NewProductConvBeanTracer/validateImeiRequiredSocs
OPUS ->> TLGMOB:	ProductAgreementConvBeanTracer/getAgreementInfo
OPUS ->> TLGMOB:	ProductAgreementConvBeanTracer/getFeatureAdditionalParams
OPUS ->> TLGMOB:	ProductAgreementConvBeanTracer/setProductPK
OPUS ->> TLGMOB:	ProductAgreementConvBeanTracer/setRemoveSoc
OPUS ->> TLGMOB:	RefQueryBeanTracer/getFeatureListBySoc
OPUS ->> TLGMOB:	RefQueryBeanTracer/getIxcCodes
OPUS ->> TLGMOB:	RefQueryBeanTracer/getParamValues
OPUS ->> TLGMOB:	RefQueryBeanTracer/getSubMarketList",Reserve CTN,5,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/setBanDetailsInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/getBillingAddress,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,RefQueryBeanTracer/getSubStatus,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,RefQueryBeanTracer/getLogicalDateList,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,ProductServicesBeanTracer/updateEquInstlmntInfo ,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setRemoveSoc,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,ProductActivitiesConvBeanTracer/setProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewSoc,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,MultiNewProductConvBeanTracer/saveMultiProduct,10/10/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,CAS,18224,18224,inquireItemAvailability,
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,T.Data,21948,21948,CustomerPersonalizedRecommendationsUpdateDecision,
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,CSI - CPSVC,23901,23901,CommonProvisioningServices-E911Address,
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,BanServicesBeanTracer/setCrsmPolicyInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,AppQueryBeanTracer/getSubscriberHistory,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanAndCtnList,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,CSI - Customer Care,20182,20182,/Services/com/InquireAffiliateAccountPaymentBalance.jws,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,(FED) - iCAS,23439,23439,/service=com.att.csi.m2e.UpdateUnifiedCreditPolicy/version=318.5.5/envContext=PROD/routeOffer=AE2P01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,(FED) - iCAS,23439,23439,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AW2P01,10/23/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,(FED) - iCAS,23439,23439,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=ASC2P01,10/23/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Setup Billing & Payments,6,(FED) - iCAS,23439,23439,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AE2P01,10/23/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,"OPUS ->> TLGMOB:	AppQueryBeanTracer/getBanAndCtnList
OPUS ->> TLGMOB:  AppQueryBeanTracer/getCtnLevelInfo
OPUS ->> TLGMOB:	AppQueryBeanTracer/getSubscriberHistory
OPUS ->> TLGMOB:	RefQueryBeanTracer/getLogicalDateList
OPUS ->> TLGMOB:  ProductActivitiesConvBeanTracer/setProductPK
OPUS ->> TLGMOB:	ProductAgreementConvBeanTracer/setRemoveSoc
OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/createNewMemo
OPUS ->> TLGMOB:	BanActivitiesConvBeanTracer/setMemoUserInfo
OPUS ->> TLGMOB:	BanFinancialActivitiesConvBeanTracer/setBanPK
OPUS ->> TLGMOB:	BanServicesBeanTracer/setCrsmPolicyInfo
OPUS ->> TLGMOB:	GroupLevelServicesBeanTracer/getGroupDataInfo
OPUS ->> TLGMOB:	MultiNewProductConvBeanTracer/saveMultiProduct
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setNewProductPK
OPUS ->> TLGMOB:	NewProductConvBeanTracer/setNewSoc
OPUS ->> TLGMOB:	ProductServicesBeanTracer/updateEquInstlmntInfo 
OPUS ->> TLGMOB:  RefQueryBeanTracer/getSubStatus
OPUS ->> TLGMOB:  UpdateBanConvBeanTracer/getBillingAddress
OPUS ->> TLGMOB: 	UpdateBanConvBeanTracer/setBanDetailsInfo
OPUS ->> CAS:	inquireItemAvailability
OPUS ->> FEDiCAS:	/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AE2P01
OPUS ->> FEDiCAS:	/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=ASC2P01
OPUS ->> FEDiCAS:	/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AW2P01
OPUS ->> FEDiCAS:	/service=com.att.csi.m2e.UpdateUnifiedCreditPolicy/version=318.5.5/envContext=PROD/routeOffer=AE2P01
OPUS ->> TData:	CustomerPersonalizedRecommendationsUpdateDecision
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01
OPUS ->> CSICustomerCare:	/Services/com/InquireAffiliateAccountPaymentBalance.jws
OPUS ->> CSICPSVC:	CommonProvisioningServices-E911Address",Setup Billing & Payments,6,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Validate PIN,7,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AW2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Validate PIN,7,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=ASCP01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Validate PIN,7,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AE2P01,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,"OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AE2P01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=ASCP01
OPUS ->> CSICustomerCare:	/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AW2P01",Validate PIN,7,OPUS - C,18257,18257,,POG no API
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,CSI Parent/Triage,17690,17690,SubscriberContactVerification,
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,RefQueryBeanTracer/getParamValues,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,ProductServicesBeanTracer/getSubDiscount,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setProductPK,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getCurrentServices,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,EDP,18211,18211,POST /restservices/entdocumentretrieval/v1/retrievearchivedocument,10/8/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,EDD,17689,17689,POST /mn/v1/send,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,ORACLE SCM,18249,18249,inflightOrderSvc,
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,BanServicesBeanTracer/loadAccount,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,BanServicesBeanTracer/createNewMemo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,AppQueryBeanTracer/getUpgradeEligibility,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,AppQueryBeanTracer/getProductInquireInfo,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,AppQueryBeanTracer/getMobileLevelData,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,AppQueryBeanTracer/getMarketBySubscriber,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,AppQueryBeanTracer/getBansBySubscriber,9/22/2025
ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanInquireInfo,9/22/2025
bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,8,Add a Line,,Submit Order,8,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AW2P01,9/22/2025
