editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
lg8383,Add,Mass Markets,Care,Mobility,3,Service & Support,2,Troubleshoot Issue,1,Inquire Billing,CCSF ->> ATT Coral Desktop: API,Recap Call,11,ATT Coral Desktop,26959,26959,,
lg8383,Add,Mass Markets,Care,Mobility,3,Service & Support,2,Troubleshoot Issue,1,Inquire Billing,CCSF ->>,Recap Call,11,CCSF,30685,30685,,POG no API
lg8383,Add,Mass Markets,Care,Mobility,3,Service & Support,2,Troubleshoot Issue,1,Inquire Billing,"CCSF ->> CCDL: API
CCSF ->> CAST: API
CCSF ->> AA: API",Auto-Summarize Notes,12,ASKTS,30176,30176,,
lg8383,Add,Mass Markets,Care,Mobility,3,Service & Support,2,Troubleshoot Issue,1,Inquire Billing,,Auto-Summarize Notes,12,CAST,33435,33435,,
lg8383,Add,Mass Markets,Care,Mobility,3,Service & Support,2,Troubleshoot Issue,1,Inquire Billing,,Auto-Summarize Notes,12,CCDL,32255,32255,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,HVD-VDI ->> HVD-VDI,Receive Call,1,HVD-VDI,29243,29243,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,Sonus TCCS ->> Sonus TCCS,Receive Call,2,Sonus TCCS,26630,26630,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,ISAAC WFE,10593,10593,POST /restservices/csicustomercareprofile/v2/adapter,10/9/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,ISAAC WFE,10593,10593,GET /restservices/eco-control/v1/integrations/subscribers/details,10/23/2025
lg8383,Delete,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,LS CRM,10056,10056,createInteraction,BB Only
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireUnifiedCustomerProfileByServiceLocation/version=275.5.22/envContext=PROD/routeOffer=AW2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireUnifiedCustomerProfileByServiceLocation/version=275.5.22/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireUnifiedCustomerProfileByServiceLocation/version=275.5.22/envContext=PROD/routeOffer=AE2P01,9/22/2025
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,"ATTCOM ->> IDPUpperFunnelCloud:	
IDPUpperFunnelCloud ->> IDPWebAcctMgmt: 	/msapi/acct/login/unauth/service/v1/haloc/do/login
IDPWebAcctMgmt ->> HaloCAM:	/hcas/v1/txn-authorize 
HaloCAM ->> IDPWebAcctMgmt:	/msapi/login/unauth/service/v1/haloc/oidc/redirect
IDPUpperFunnelCloud ->> IDPIDM:	/msapi/idgraph/idgraphuserassociationms/v1/credentials/validation
IDPIDM ->> MPSYS:	POST /spm/v1/validate
IDPUpperFunnelCloud ->> IDPWebAcctMgmt:	/msapi/login/unauth/service/v1/getUserCurrentState/acctmgmt/services",Log into AT&T Account,1,CIAM-AM,27460,27460,/hcas/v1/txn-authorize ,10/7/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,OPUS - C ->>,IVR Menu + Retrieve Customer Info & Route Call,3,OPUS - C,18257,18257,,POG no API
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"IVR ->> ATT CCT AEP
IVR ->> ATT CCT SAG
IVR ->> CCSF
IVR ->> CCT ATT IPCS
IVR ->> CSI - Customer Care: /service=com.att.csi.m2e.InquireUnifiedCustomerProfileByServiceLocation/version=275.5.22/envContext=PROD/routeOffer=AE2P01
IVR ->> CSI - Customer Care: service=com.att.csi.m2e.InquireUnifiedCustomerProfileByServiceLocation/version=275.5.22/envContext=PROD/routeOffer=ASCP01
IVR ->> CSI - Customer Care: service=com.att.csi.m2e.InquireUnifiedCustomerProfileByServiceLocation/version=275.5.22/envContext=PROD/routeOffer=AW2P01
IVR ->> ECO Suite: /api/integrations/subscribers/details
IVR ->> IDP - Customer Graph
IVR ->> ISAAC WFE: GET /restservices/eco-control/v1/integrations/subscribers/details
IVR ->> ISAAC WFE: POST /restservices/csicustomercareprofile/v2/adapter
IVR - >> LS CRM
IVR->> Nimbus
IVR ->> OPUS-C
IVR->> ATT CCT APIGEE
IVR ->> DialogFlow
IVR ->> IDP-Chat VA ANDi
IVR->> PC-GCP BI",IVR Menu + Retrieve Customer Info & Route Call,3,ATT CCT AEP,26150,26150,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,ATT CCT APIGEE,30793,30793,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,ATT CCT Service Access Gateway,26215,26215,,
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,,Log into AT&T Account,1,IDP-WebAcctMgmt,32768,32768,,
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,,Go to Account Overview,2,MPSYS,8841,8841,POST /moup/v1/inquireDetails,10/10/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,ECO USP,34361,34361,,ISAAC WFE API
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,CCT ATT IPCS,25363,25363,,
bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,2,Onboard & Activate,3,Setup & Activate,1,Activate & Provision Service,,Prepare Number & Port,2,CSI - Network Management,20188,20188,/service=com.att.csi.m2e.AddPort/version=192.5.38/envContext=PROD/routeOffer=AW2P01,9/22/2025
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,"ATTCOM ->> IDPUpperFunnelCloud:	
IDPUpperFunnelCloud ->> IDPWebAcctMgmt: /msapi/accountservices/v2/snapshot
IDPUpperFunnelCloud ->> IDPCustomerGraphCloud: /msapi/idgraph/idgraphuserprofilems/v1/user/inquireDetails
IDPCustomerGraphCloud ->> MPSYS: POST /moup/v1/inquireDetails
IDPUpperFunnelCloud ->> ProductsOffersCloud:		/msapi/accountservices/v2/profile/account
IDPUpperFunnelCloud ->> TLGMOB:	",Go to Account Overview,2,IDP-Cloud-CG,31468,31468,/msapi/idgraph/idgraphuserprofilems/v1/user/inquireDetails,9/23/2025
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,,Go to Account Overview,2,IDP-WebAcctMgmt,32768,32768,/msapi/accountservices/v2/snapshot,
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,,Go to Account Overview,2,Products & Offers – Cloud,32560,32560,/msapi/accountservices/v2/profile/account,9/23/2025
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,,Go to Account Overview,2,IDP-Upper Funnel Cloud,31548,31548,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,DialogFlow,31036,31036,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,IDP- Chat VA ANDi,30063,30063,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,PC-GCP BI,31445,31445,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,IVR Menu + Retrieve Customer Info & Route Call,3,IDP-Cloud-CG,31468,31468,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,CCSF ->>,IVR Menu + Retrieve Customer Info & Route Call,3,CCSF,30685,30685,,POG no API
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Integrate Telephony,4,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813,AssociateVhtSingleCtiInteraction,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Integrate Telephony,4,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813,AssociateVhtSingleCtiInteraction,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Integrate Telephony,4,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813,AssociateVhtInteraction,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: EgCtiRoute
ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: AssociateVhtInteraction
ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: AssocaiteVhtGenesysInteraction
ATT CCTP NMC VHT FRAME->> ATT CCTP CTI FRAME: AssociateVhtSingleCtiInteraction",Integrate Telephony,4,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813,AssociateVhtGenesysInteraction,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Handoff to Agent from IVR,5,ATT Coral Desktop,26959,26959,saveLog,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Handoff to Agent from IVR,5,ATT Coral Desktop,26959,26959,runApex,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Handoff to Agent from IVR,5,ATT Coral Desktop,26959,26959,publish,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,CCSF->> ATT Coral Desktop: OpenCTI toolkit,Handoff to Agent from IVR,5,ATT Coral Desktop,26959,26959,OpenCTI toolkit,
lg8383,Delete,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Handoff to Agent from IVR,5,LS CRM,10056,10056,createInteraction,BB Only
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,CCSF ->>,Handoff to Agent from IVR,5,CCSF,30685,30685,,POG no API
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Transcribe / Redact SPI,6,SC-SPI,26967,26967,POST /spiweb/scspi/scspi/rest/v1//unregister,10/7/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Transcribe / Redact SPI,6,SC-SPI,26967,26967,POST /spiweb/scspi/scspi/rest/v1//register,10/7/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"SONUS->>RAISR: API
Coral->>SC-SPI: POST /spiweb/scspi/scspi/rest/v1//register
Coral->>SC-SPI: POST /spiweb/scspi/scspi/rest/v1//unregister
SC-SPI ->> RAISR: API",Transcribe / Redact SPI,6,RAISR,28167,28167,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Transcribe / Redact SPI,6,RAISR PORTAL,30689,30689,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"ATT VERINT CQM ->> ATT VERINT CQM
ECRMI ->> ECRMI
Qfiniti ->> Qfiniti",Record / Monitor Call,7,ATT VERINT CQM,9248,9248,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Record / Monitor Call,7,Qfiniti Call Recording,17611,17611,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Record / Monitor Call,7,ECRMI,28024,28024,,No API perf data - topics & batch processes
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Authenticate Customer,8,MPSYS,8841,8841,POST /upao/v1/wireless,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Authenticate Customer,8,IDP-IDM,32765,32765,/msAvertack-server/mitigation/authenticateDigital,10/13/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Authenticate Customer,8,GRID-GDDN,22509,22509,/msapi/idgraph/idgraphuserregistrationms/v1/orchestration/wireless,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Authenticate Customer,8,IDP-Cloud-CG,31468,31468,/msapi/idgraph/idgraphuserregistrationms/v1/orchestration/wireless,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Authenticate Customer,8,WIAM-AM,26224,26224,/attAAPI/adauthenticate,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"CCSF ->> Avertack: API
CCSF ->> Halo.E AM: /attAAPI/adauthenticate
CCSF ->> IDP-IDM: /msAvertack-server/mitigation/authenticateDigital
CCSF ->> IDP-Customer Graph: /msapi/idgraph/idgraphuserregistrationms/v1/orchestration/wireless
TLG ->> GRID GDDN:  /msapi/idgraph/idgraphuserregistrationms/v1/orchestration/wireless
GRID GDDN ->> MPSYS:  POST /upao/v1/wireless",Authenticate Customer,8,AVTK,25114,25114,,IDP API
tm0828,Add,Mass Markets,Online,Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Manage Account,,Go to Account Overview,2,TLG-MOB,18193,18193,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,(FED) - US,24433,24433,inquireCollectionsData,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Customer Care,20182,20182,inquireCollectionsData,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"CCSF ->>CCMULE: /ccapi/c360/att-services-customer-search-e/api/v1/individuals/search
CCSF ->>CCMULE: att-authn-p/api/v2/customer/authz/status
CCSF ->>CCMULE: att-order-e/api/v3/order
CCSF ->>CCMULE: att-products-e/api/v3/products/search
CCSF ->>CCMULE: att-recommendations-e/api/v2/scms/support/web-support/sf-support/offer-cards
CCSF ->>CCMULE: /ccapi/retail/att-services-availability-e/api/servicesAvailable
CCSF ->>CCMULE: /msapi/servicequalification/v2/serviceavailability
CCSF ->>CCMULE: att-customer-crm-alerts-e/api/v1/alerts
CCSF ->>CCMULE: /ccapi/retail/att-sf-products-offers-e/api/topOffers
CCSF ->>CCMULE: /msapi/cgraph/customergraphorchestrationms/cgsearch/v1/search
CCSF ->> IDP Customer Graph Cloud: /msapi/cgraph/customergraphorchestrationms/cgsearch/v1/search
CCSF ->> IDP-BUPS: inquireUnifiedAccountProfile
IDP-BUPS ->> CSI (FED): inquireUnifiedAccountProfile
CCSF ->> IDP-BUPS: inquireCollectionsData
IDP-BUPS ->> CSI - Credit & Val: inquireCollectionsData
CCSF ->> CSI - Customer Care: /service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AE2P01
/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=ASC2P01
/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AW2P01
/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01
/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01
/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01
CCSF ->> Platofrm Support ATTFEDGOV1: API
CCSF ->> TLG-MOB: API
CCSF ->> Clarify: CSIInquireUnifiedCustomerServiceProfileRequest/inquireUnifiedCustomerServiceProfileRequest
CCSF  ->> DPG: API
CCSF ->> eTRACS: API
CSI->>GRID-AC: inquirecustomersnapshot",Lookup Customer,9,"CCM, Clarify, CM",18293,18293,CSIInquireUnifiedCustomerServiceProfileRequest/inquireUnifiedCustomerServiceProfileRequest,9/23/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,att-recommendations-e/api/v2/scms/support/web-support/sf-support/offer-cards,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,att-products-e/api/v3/products/search,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,att-order-e/api/v3/order,10/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,att-customer-crm-alerts-e/api/v1/alerts,10/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,att-authn-p/api/v2/customer/authz/status,10/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01,10/21/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01,10/21/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01,10/21/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AW2P01,10/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=ASC2P01,10/22/2025
bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,2,Onboard & Activate,3,Setup & Activate,1,Activate & Provision Service,,Prepare Number & Port,2,CSI - Network Management,20188,20188,/service=com.att.csi.m2e.AddPort/version=192.5.38/envContext=PROD/routeOffer=ASCP01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AE2P01,10/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,/msapi/servicequalification/v2/serviceavailability,10/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,IDP-Cloud-CG,31468,31468,/msapi/cgraph/customergraphorchestrationms/cgsearch/v1/search,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,/ccapi/retail/att-sf-products-offers-e/api/topOffers,9/23/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,/ccapi/retail/att-services-availability-e/api/servicesAvailable,10/23/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CCMULE,30686,30686,/ccapi/c360/att-services-customer-search-e/api/v1/individuals/search,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,GRID-AC,22510,22510,,CSI API
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,DPG - Sales & Sunrise,31479,31479,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,IDP-BUPS,33847,33847,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,Platform Support ATTFEDGOV1,33063,33063,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,TLG-MOB,18193,18193,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,CCSF ->>,Lookup Customer,9,CCSF,30685,30685,,POG no API
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,eTRACS,9313,9313,,Kafka topics
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,Lookup Customer,9,CSI - Credit and Val,20186,20186,,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,INLAP,31374,31374,UnifiedAddressValidationServiceQualificationUnifiedBill,Confirmed
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,RefQueryBeanTracer/getDealerInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,T.Data,21948,21948,GetTDATACustomerIntentsPCA,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,BanServicesBeanTracer/createNewMemo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,AppQueryBeanTracer/getUpgradeEligibility,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,appQueryBeanTracer/getSecurityParams,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,(FED) - US,24433,24433,/service=com.att.csi.m2e.RetrieveUnifiedServiceAccount/version=260.5.66/envContext=PROD/routeOffer=ASCP01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CS FOBPM,19181,19181,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AWP01,10/21/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CS FOBPM,19181,19181,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=ASCP01,10/21/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CS FOBPM,19181,19181,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AEP01,10/21/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,9/22/2025
