ID,﻿editor,action,Line Of Business Component,Channel Component,Product Component,Domain Component,domain_sequence Qualifier,Subdomain Component,sub_domain_sequence Qualifier,Business Flow Component,business_flow_sequence Qualifier,Task Component,task sequence Qualifier,Application Component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated,SOX Control,persona_id
705,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
706,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Search CTN ) - optional,10,CS FOBPM,19181,19181,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AEP01,10/21/2025,,
707,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Search CTN ) - optional,10,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
708,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Search CTN ) - optional,10,TLG-MOB,18193,18193,RefQueryBeanTracer/getDealerInfo,9/22/2025,,
709,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Search CTN ) - optional,10,CS FOBPM,19181,19181,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=ASCP01,10/21/2025,,
710,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Search CTN ) - optional,10,CS FOBPM,19181,19181,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AWP01,10/21/2025,,
711,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanInquireInfo,9/22/2025,,
712,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025,,
713,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfo,9/22/2025,,
714,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025,,
715,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getMobileLevelData,9/22/2025,,
716,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025,,
717,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/getCurrentBanLevelPricePlan,9/23/2025,,
718,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/setBanPK,9/22/2025,,
719,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,IDP-IDM,32765,32765,/msAvertack-server/mitigation/authenticateDigital,10/13/2025,,
720,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,(FED) - US,24433,24433,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
721,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,,,
722,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,CPC,17765,17765,GET /CPCAuthService/api/login,,,
723,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,Avertack,25114,25114,,IDP API,,
724,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,BanServicesBeanTracer/loadAccount,9/22/2025,,
725,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,,,
726,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,,,
727,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
728,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
729,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025,,
730,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setProductPK,9/22/2025,,
731,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductEquipmentConvBeanTracer/getEquipmentInfo,9/22/2025,,
732,bb0063,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
733,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
734,bb0063,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
735,bb0063,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
736,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,RefQueryBeanTracer/getIxcCodes,9/22/2025,,
737,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,RefQueryBeanTracer/getParamValues,9/22/2025,,
738,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,RefQueryBeanTracer/getUserSaleChannel,9/22/2025,,
739,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
740,bb0063,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
741,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,appQueryBeanTracer/getInsurSocSubsList,9/22/2025,,
742,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getProductInquireInfo,9/22/2025,,
743,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getSubscriberList,9/22/2025,,
744,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,OPUS - C,18257,18257,,POG no API,,
745,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AEP01,10/20/2025,,
746,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=ASCP01,10/20/2025,,
747,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AWP01,10/20/2025,,
748,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,T.Data,21948,21948,CustomerPersonalizedRecommendationsUpdateDecision,,,
749,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
750,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getCurrentServices,9/22/2025,,
751,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AE2P01,10/10/2025,,
752,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,productServicesBeanTracer/getAutoPromo,9/22/2025,,
753,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01,10/10/2025,,
754,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01,10/10/2025,,
755,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AW2P01,10/10/2025,,
756,bb0063,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
757,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
758,bb0063,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
759,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,RefQueryBeanTracer/getImeiFrequencyInfo,9/22/2025,,
760,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
761,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,TLG-MOB,18193,18193,SubscriberUsageConvBeanTracer/getSubUnbilledDataBal,9/22/2025,,
762,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/Services/com/InquireAffiliateAccountPaymentBalance.jws,9/22/2025,,
763,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,View Customer Summary,12,CSI - Customer Care,20182,20182,/Services/com/InquireVoiceUsageDetails.jws,9/22/2025,,
764,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
765,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,TLG-MOB,18193,18193,AppQueryBeanTracer/getCreditResult,9/22/2025,,
766,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,TLG-MOB,18193,18193,AppQueryBeanTracer/getMultiCreditResult,9/22/2025,,
767,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,,,
769,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,LS-OMS,10038,10038,,,,
770,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,OVALS,21269,21269,,,,
771,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,TLG-MOB,18193,18193,ProductAgreementBeanTracer/removeSoc,10/8/2025,,
772,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,TLG-MOB,18193,18193,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
773,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/getBillDetailsInfo,9/22/2025,,
774,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/setBanPK,9/22/2025,,
775,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Change Rate Plan / Add a Line,13,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setRemoveSoc,10/8/2025,,
776,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,AppQueryBeanTracer/getCreditResult,9/22/2025,,
777,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,appQueryBeanTracer/getEnrlInstlmntPreValid,9/22/2025,,
778,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,AppQueryBeanTracer/getMultiCreditResult,9/22/2025,,
779,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,appQueryBeanTracer/getSecurityParams,9/22/2025,,
780,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025,,
781,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025,,
782,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025,,
783,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setCreditResultInfo,9/22/2025,,
784,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoInfo,9/22/2025,,
785,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025,,
786,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025,,
787,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,OPUS - C,18257,18257,POS2.Core.CustomerService.EJB.BillingServicesRemote/inquireCreditDisclosure,POG no API,,
788,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,CAS,18224,18224,/crsmweb/api/policySearch/getPolicies,10/22/2025,,
789,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,BanServicesBeanTracer/performCreditEvaluation,9/22/2025,,
790,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,ProductAgreementBeanTracer/removeSoc,10/8/2025,,
791,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setRemoveSoc,10/8/2025,,
792,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,RefQueryBeanTracer/getAccountSubTypeList,9/22/2025,,
793,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
794,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,RefQueryBeanTracer/getUserSaleChannel,9/22/2025,,
795,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/getBanDetailsInfo,9/22/2025,,
796,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/getBillDetailsInfo,9/22/2025,,
797,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,UpdateBanConvBeanTracer/setBanPK,9/22/2025,,
798,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Check Credit,14,TLG-MOB,18193,18193,UpgradeEquipmentConvBeanTracer/setRemoveSoc,10/8/2025,,
799,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,OPUS - C,18257,18257,POS2.Core.CustomerService.EJB.BillingServicesRemote/inquireAvailablePromotionsfromCPC,POG no API,,
800,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/getAvailableSubList,9/22/2025,,
801,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/setAddressApplyType,9/22/2025,,
802,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/setDealerInfo,9/22/2025,,
803,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/setDealerInfo,9/22/2025,,
804,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,(FED) - CPC,23205,23205,/service=com.att.csi.m2e.InquireAvailablePromotions/version=306.5.6/envContext=PROD/routeOffer=AE2P01,10/20/2025,,
805,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,(FED) - CPC,23205,23205,/service=com.att.csi.m2e.InquireAvailablePromotions/version=306.5.6/envContext=PROD/routeOffer=AW2P01,10/20/2025,,
806,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,(FED) - CPC,23205,23205,/service=com.att.csi.m2e.InquireAvailablePromotions/version=306.5.6/envContext=PROD/routeOffer=ASC2P01,10/20/2025,,
807,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/setFilterRateCenterList,9/22/2025,,
808,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/setNewRslrProductPK,9/22/2025,,
809,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/setPpuAddress,9/22/2025,,
810,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,NewProductConvBeanTracer/setRateCenter,9/22/2025,,
811,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,refQueryBeanTracer/getIpDefinition,9/22/2025,,
812,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
813,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,RefQueryBeanTracer/getNpaNxxByRateCenter,9/22/2025,,
814,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Validate Order,15,TLG-MOB,18193,18193,RefQueryBeanTracer/getSocList,9/22/2025,,
815,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Reserve Subscriber Number,16,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanInquireInfo,9/22/2025,,
816,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Reserve Subscriber Number,16,TLG-MOB,18193,18193,appQueryBeanTracer/getCustInstPlanID,9/22/2025,,
817,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Reserve Subscriber Number,16,TLG-MOB,18193,18193,appQueryBeanTracer/getCustInstPlanID,9/22/2025,,
818,lg8383,Add,Mass Markets,Care,Mobility,Use & Manage,3,Change Plan / Change Speed,2,Add A Line,2,Reserve Subscriber Number,16,TLG-MOB,18193,18193,appQueryBeanTracer/getEnrlInstlmntPreValid,9/22/2025,,
