ID,﻿editor,action,Line Of Business Component,Channel Component,Product Component,Domain Component,domain_sequence Qualifier,Subdomain Component,sub_domain_sequence Qualifier,Business Flow Component,business_flow_sequence Qualifier,Task Component,task sequence Qualifier,Application Component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated,SOX Control,persona_id
2004,ac412t,Add,Mass Markets,MVNO,Wholesale Mobility,Service & Support,4,Resolve Issue,3,Pre-Paid Billing with TLG & Ericsson,3,Payment Dispute & Management,3,ERBI,18284,18284,,,,
2005,ac412t,Add,Mass Markets,MVNO,Wholesale Mobility,Service & Support,4,Resolve Issue,3,Pre-Paid Billing with TLG & Ericsson,3,Payments & Reconciliation,4,vTM,24481,24481,,,,
2006,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,Go to att.com,1,IDP-Upper Funnel Cloud,31548,31548,idp-content-orchestration,,,
2007,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,Go to att.com,1,IDP-Upper Funnel Cloud,31548,31548,recommendationms,,,
2008,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Wireless""""""",2,IDP-Upper Funnel Cloud,31548,31548,,,,
2009,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Wireless""""""",2,IDP-Upper Funnel Cloud,31548,31548,online-sales-orchestration,,,
2010,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Wireless""""""",2,IDP-Web-Sales,33758,33758,,,,
2011,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Phones & Devices""""""",3,IDP-Web-Sales,33758,33758,/msapi/onlinesalesorch/v1/customeroffer?pageId=PLP,,,
2012,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Phones & Devices""""""",3,IDP-Upper Funnel Cloud,31548,31548,,,,
2013,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Phones & Devices""""""",3,IDP-Upper Funnel Cloud,31548,31548,,,,
2014,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Phones & Devices""""""",3,IDP-Web-Sales,33758,33758,product-list-pages-nx-ui,,,
2015,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,"""Select """"Phones & Devices""""""",3,IDP-Web-Sales,33758,33758,wireless-productlist-ui,,,
2016,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,Filter and Compare Phones,4,IDP-Web-Sales,33758,33758,/msapi/onlinesalesorchestration/products-details-papi/v1/products/devicedetails,,,
2017,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,Filter and Compare Phones,4,IDP-Web-Sales,33758,33758,/msapi/sales/buywirelessorchestrationms/v1/auth/flowdetails,,,
2018,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,Filter and Compare Phones,4,IDP-Upper Funnel Cloud,31548,31548,,,,
2019,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,Filter and Compare Phones,4,IDP-Web-Sales,33758,33758,/msapi/salesproductorchestration/v1/devicedetails,,,
2020,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Learn & Discover,1,Purchase Product,1,Filter and Compare Phones,4,IDP-Web-Sales,33758,33758,/msapi/wirelessorder/v1/auth/flowdetails,,,
2021,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Pick a Phone,5,IDP-Upper Funnel Cloud,31548,31548,,,,
2022,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Select Phone,5,IDP-Commerce-Cart&Pricing,33825,33825,/idpcms/sales/prod/wireless/devices.skumapping.js,,,
2023,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Customize the Phone,6,IDP-Web-Sales,33758,33758,/msapi/idp-content-orchestration/v1/scms/shared/offers/offertile,,,
2024,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Customize the Phone,6,IDP-Web-Sales,33758,33758,/msapi/salesapi/products-papi/v1/offers/tile,,,
2025,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Customize the Phone,6,IDP-Commerce-Cart&Pricing,33825,33825,,,,
2026,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Customize the Phone,6,IDP-Upper Funnel Cloud,31548,31548,,,,
2027,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,"""Select """"Start New Wireless Service""""""",7,IDP-Upper Funnel Cloud,31548,31548,,,,
2028,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,"""Select """"Start New Wireless Service""""""",7,IDP-Web-Sales,33758,33758,cmsOffersFragments,,,
2029,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,"""Select """"Start New Wireless Service""""""",7,IDP-Web-Sales,33758,33758,lineAvailability,,,
2030,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,"""Select """"Start New Wireless Service""""""",7,IDP-Web-Sales,33758,33758,planContentFragments,,,
2031,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,"""Select """"Start New Wireless Service""""""",7,IDP-WebAcctMgmt,32768,32768,,,,
2032,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Apply Discounts,8,IDP-Upper Funnel Cloud,31548,31548,,,,
2033,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Apply Discounts,8,IDP-Web-Sales Cloud,32411,32411,/msapi/fanprofile/v1/fan/details,9/23/2025,,
2034,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Choose Phone Plan,9,IDP-Upper Funnel Cloud,31548,31548,,,,
2035,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Choose Phone Plan,9,IDP-Web-Sales,33758,33758,,,,
2036,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Purchase Product,1,Select Add-ons,10,IDP-Web-Sales,33758,33758,/msapi/fulfillment/v1/available-options?options=DOO&zip=<zip code>,,,
2037,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Purchase Product,1,Select Add-ons,10,IDP-Customer Graph Cloud,31468,31468,,,,
2038,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Purchase Product,1,Select Add-ons,10,IDP-Upper Funnel Cloud,31548,31548,,,,
2039,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Purchase Product,1,Select Add-ons,10,Digital IDP,27531,27531,/msapi/cart/v1/skinnycart/,9/23/2025,,
2040,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Purchase Product,1,Select Add-ons,10,Digital IDP,27531,27531,/msapi/cart/v1/,9/23/2025,,
2041,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Purchase Product,1,Select Add-ons,10,IDP-Web-Sales,33758,33758,search/v1/accessories?<query params>,,,
2042,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Order Addtional Products/Services,3,Purchase Product,1,Select Add-ons,10,IDP-Web-Sales,33758,33758,search/v1/plpaccessories?app-id=sales&rows=5&q=displayNameEscaped:<keyword>,,,
2043,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Build Cart,4,Purchase Product,1,Review Cart,11,IDP-Upper Funnel Cloud,31548,31548,,,,
2044,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Build Cart,4,Purchase Product,1,Review Cart,11,IDP-Commerce-Cart&Pricing,33825,33825,/cart/v1/review-cart,,,
2045,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Checkout,12,IDP-Cart-and-Checkout-UI,33921,33921,,,,
2046,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Checkout,12,IDP-Commerce-Cart&Pricing,33825,33825,,,,
2047,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Checkout,12,IDP-WebAcctMgmt,32768,32768,,,,
2048,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Checkout,12,IDP-Web-Sales,33758,33758,,,,
2049,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Enter Billing Information,13,IDP-IDM,32765,32765,,,,
2050,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Enter Billing Information,13,IDP-BUPS,33847,33847,updateBillingInformation,,,
2051,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Enter Billing Information,13,TLG-MOB,18193,18193,,,,
2052,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Enter Billing Information,13,IDP-Web-Sales,33758,33758,,,,
2053,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Confirm Purchase,14,YODA,21053,21053,CreateDFOrder,10/23/2025,,
2054,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Confirm Purchase,14,IDP-Cart-and-Checkout-UI,33921,33921,,,,
2055,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Confirm Purchase,14,IDP-Upper Funnel Cloud,31548,31548,,,,
2056,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Confirm Purchase,14,OCE,23488,23488,,,,
2057,tm0828,Add,Mass Markets,Online,Mobility,Shop & Purchase,1,Checkout,5,Purchase Product,1,Confirm Purchase,14,IDP-Web-Sales,33758,33758,,,,
2058,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Receive Products,1,Setup Device,5,Device Sent to Customer,1,YODA,21053,21053,inquireShipmentDetail,,,
2059,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Receive Products,1,Setup Device,5,Device Sent to Customer,1,MOBNT-IMEI-Trigger,21508,21508,,,,
2060,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Receive Products,1,Setup Device,5,Device Sent to Customer,1,TLG-MOB,18193,18193,,,,
2061,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Unbox Products,2,Setup Device,5,Device on Wi-Fi,2,YODA,21053,21053,,,,
2062,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Unbox Products,2,Setup Device,5,Device on Wi-Fi,2,TLG-MOB,18193,18193,NewProductConvBeanTracer/validateSim,10/8/2025,,
2063,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Unbox Products,2,Setup Device,5,Device on Wi-Fi,2,"""SC",18198,18198,Switch Control,"TSC""",updatesimstatus,
2064,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Unbox Products,2,Setup Device,5,Device on Wi-Fi,2,TLG-MOB,18193,18193,,,,
2065,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Configure Settings & Preferences,4,Setup Device,5,Confirm Network Connection,3,CS FOBPM,19181,19181,com.att.provisionconf.sna.la.SIMProfileManagement,9/22/2025,,
2066,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Configure Settings & Preferences,4,Setup Device,5,Confirm Network Connection,3,IDP-Customer Graph Cloud,31468,31468,,,,
2067,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Configure Settings & Preferences,4,Setup Device,5,Confirm Network Connection,3,TLG-MOB,18193,18193,RefQueryBeanTracer/getImeiFrequencyInfo,10/8/2025,,
2068,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Configure Settings & Preferences,4,Setup Device,5,Confirm Network Connection,3,"""SC",18198,18198,Switch Control,"TSC""",,
2069,tm0828,Add,Mass Markets,Online,Mobility,Onboard & Activate,2,Configure Settings & Preferences,4,Setup Device,5,Confirm Network Connection,3,TLG-MOB,18193,18193,getICCID,,,
2070,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,IDP-Customer Graph Cloud,31468,31468,,,,2
2071,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,DPG - Sales & Sunrise,31479,31479,,,,2
2072,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,"""CCM",18293,18293,Clarify,"CM""",CSIInquireUnifiedCustomerServiceProfileRequest/inquireUnifiedCustomerServiceProfileRequest,2
2073,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCSF,30685,30685,,POG no API,,2
2074,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,att-authn-p/api/v2/customer/authz/status,,,2
2075,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,att-customer-crm-alerts-e/api/v1/alerts,,,2
2076,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,att-order-e/api/v3/order,,,2
2077,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,att-products-e/api/v3/products/search,,,2
2078,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,att-recommendations-e/api/v2/scms/support/web-support/sf-support/offer-cards,,,2
2079,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,/msapi/servicequalification/v2/serviceavailability,10/22/2025,,2
2080,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,att-services-availability-e/api/servicesAvailable,,,2
2081,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,/ccapi/retail/att-sf-products-offers-e/api/topOffers,9/23/2025,,2
2082,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,CCMULE,30686,30686,/ccapi/c360/att-services-customer-search-e/api/v1/individuals/search,9/22/2025,,2
2083,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,Platform Support ATTFEDGOV1,33063,33063,,,,2
2084,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Lookup Customer,1,eTRACS,9313,9313,,Kafka topics,,2
2085,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,ISAAC WFE,10593,10593,/isaac/web/js/cti/TroubleShooter.js,9/23/2025,,2
2086,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,T.Data,21948,21948,,,,2
2087,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,IDP-IDM,32765,32765,,,,2
2088,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,ISAAC WFE,10593,10593,IncidentbyCustomerId,10/7/2025,,2
2089,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,Halo.E AM,26224,26224,/attAAPI/adauthenticate,9/22/2025,,2
2090,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,DMP,30754,30754,/referencedata/api/v1/ui/workOrderDetails,10/21/2025,,2
2091,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,(FED) - TDICE,23730,23730,,,,2
2092,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,ABPT,18781,18781,,,,2
2093,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,Amp-MM - Invenio,22827,22827,,,,2
2094,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,eCDW Ver - TDATA,27833,27833,,,,2
2095,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,ECO Suite,10101,10101,,,,2
2096,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,GRP-ICAP,29349,29349,,,,2
2097,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,IDP-Commerce-Enabler Services,33826,33826,,,,2
2098,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,IDP-Order Graph Cloud,31543,31543,,,,2
2099,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,IDP-Platform,30655,30655,,,,2
2100,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,Halo.C AM,27460,27460,/hcas/v1/txn-authorize,10/7/2025,,2
2101,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,LSBBT,14311,14311,IncidentbyCustomerId,10/7/2025,,2
2102,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,DAASOL,31200,31200,IncidentbyCustomerId,,,2
2103,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,Kepler-SSOT,27438,27438,IncidentbyCustomerId,10/1/2025,,2
2104,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,mBBT,20795,20795,/APAQualityCheckWeb/index.html,9/22/2025,,2
2105,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,SHM,26965,26965,,,,2
2106,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,TDICE,22498,22498,,,,2
2107,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,TRiP,33169,33169,,,,2
2108,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,ISBUS,31292,31292,,Kafka topics,,2
2109,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),2,Nimbus,31997,31997,,3rd party,,2
2110,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,CSI - Work Force,20184,20184,/service=com.att.csi.m2e.InquireAvailableFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AE2P01,9/29/2025,,3
2111,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,CSI - Work Force,20184,20184,/service=com.att.csi.m2e.InquireAvailableFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=ASC2P01,9/29/2025,,3
2112,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,CSI - Work Force,20184,20184,/service=com.att.csi.m2e.InquireAvailableFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AW2P01,9/29/2025,,3
2113,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,ISAAC WFE,10593,10593,inquireWirelineFiberServiceAppointments,,,3
2114,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,CCMule-Service,33688,33688,,,,3
2115,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,FORCE-DCOE,19705,19705,,,,3
2116,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,IDP-Commerce-Enabler Services,33826,33826,,,,3
2117,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,IDP-Order Graph Cloud,31543,31543,,,,3
2118,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,EDGE,19062,19062,InquireAvailableFiberServiceAppointments,,,3
2119,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,EDGE,19062,19062,ReserveFiberServiceAppointments,,,3
2120,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,EDGE,19062,19062,/workordermgmt/rest/createAmendWorkOrder,10/21/2025,,3
2121,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,TRiP,33169,33169,,,,3
2122,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,ISBUS,31292,31292,,Kafka topics,,3
2123,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,CSI - Work Force,20184,20184,/service=com.att.csi.m2e.ReserveFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AE2P01,10/23/2025,,3
2124,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,CSI - Work Force,20184,20184,/service=com.att.csi.m2e.ReserveFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=ASC2P01,10/23/2025,,3
2125,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Create Appointment,3,CSI - Work Force,20184,20184,/service=com.att.csi.m2e.ReserveFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AW2P01,10/23/2025,,3
2126,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Customer Confirmation (SMS),4,CEP,30169,30169,,3rd party,,3
2127,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Customer Confirmation (SMS),4,ABPT,18781,18781,,,,3
2128,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Customer Confirmation (SMS),4,BWSFMC,30687,30687,,,,3
2129,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Customer Confirmation (SMS),4,CCMule-CLM,33686,33686,,,,3
2130,bb0063,Add,Mass Markets,Care,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Customer Confirmation (SMS),4,notifyNow,30920,30920,POST /v1/notifynow,10/7/2025,,3
2131,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Provision Device,5,Atlas-UI,28619,28619,,POG no API,,4
2132,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Provision Device,5,MIMDM,21011,21011,,,,4
2133,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Provision Device,5,Intune,30989,30989,authenticate,9/22/2025,,4
2134,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Provision Device,5,Halo.E AM,26224,26224,,9/22/2025,,4
2135,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Log Into Device,6,Atlas-UI,28619,28619,authenticate,9/22/2025,,4
2136,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,Log Into Device,6,Halo.E AM,26224,26224,/attAAPI/adauthenticate,9/22/2025,,4
2137,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,View Job (Technician),7,Atlas-UI,28619,28619,,POG no API,,4
2138,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,View Job (Technician),7,EDGE,19062,19062,GETDETAILS,,,4
2139,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,View Job (Technician),7,EDGE,19062,19062,IDWO,9/22/2025,,4
2140,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,View Job (Technician),7,(FED) - FASTBPM,27267,27267,InquireDispatchWorkOrderList,9/22/2025,,4
2141,bb0063,Add,Mass Markets,Field,Guarantee,Service & Support,4,Troubleshoot Issue,2,TechFast,2,View Job (Technician),7,Digital IDP,27531,27531,getJobsByUid,10/23/2025,,4
