Domain_Name Component,Domain_ID Qualifier,SubDomain_Name Component,SubDomain_ID Qualifier,SRT_ID Qualifier,Bus_Cap Component,Cap_Bus_ID Qualifier,bus_cap_notes Qualifier,Bus_Cap_Detail Qualifier,Scope_Type Qualifier,Intake_Status Qualifier,Application Component,APP_ID Qualifier,EffortSize Qualifier,FK_Data[Applications].Correlation_ID,EffortDesc Qualifier,journey Qualifier,Enabler Qualifier
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,IDP-Commerce-P&O Discovery,33824,T,33824,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,IDP-Customer Graph Cloud,31468,S,31468,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,"CTX - IDP - Digital Terms, Activations, and Porting",31998,M,31998,Medium,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,DPG - Finance Data Product,31618,S,31618,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,DPG - Orders & Supply Chain,31510,S,31510,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,DPG - Sales & Sunrise,31479,M,31479,Medium,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,EDT Ingestion,29010,S,29010,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,Horizon Agent Commissions,17951,S,17951,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,IDP - Consent & Preference Platform,31595,S,31595,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,CDO Azure Cloud Services,29287,T,29287,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,CDO Snowflake,29907,T,29907,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,Customer Financial Management,13287,T,13287,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,CinglePoint,17962,S,17962,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,DP Data Libraries,30979,T,30979,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,DPG - Customer & Accounts,31478,S,31478,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,BSSe-Real Time Biller,30914,M,30914,Medium,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,BSSe-Sky Fallout Management,31452,S,31452,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,Customer Account Payment Management (a.k.a. OnePay),73,T,73,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,Customer Approval System,18224,T,18224,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,CCMule-CLM,33686,T,33686,Test,Support & Network,0
Sales Negotiation & Order Capture,116,Service Qualification,1085,1173,Indirect (SaraPlus) access to BSSe accounts,1692,NULL,National Retailers need access to BSSe customers to enable them to recognize as a customer who will need to call for service. ,BYOD CI,Prioritized,Contact Center Performance Management,18678,S,18678,Small,Support & Network,0
Sales & Care Support,115,Notification,1083,1174,NY State 3rd Party Billing Mandate,1693,NULL,"New York State has passed a law to allow residential customers to designate a third party to receive notices of total amounts due, payments, notices relating to termination of services. designated third party must indicate in writing a willingness to receive such notices. customers may opt to continue to receive such notices even if they opt for third party notifications. Initial compliance date of 4/22/2024. ",BYOD CI,Prioritized,CCMule-CLM,33686,S,33686,Small,Bill Pay & Usage,0
Sales & Care Support,115,Notification,1083,1174,NY State 3rd Party Billing Mandate,1693,NULL,"New York State has passed a law to allow residential customers to designate a third party to receive notices of total amounts due, payments, notices relating to termination of services. designated third party must indicate in writing a willingness to receive such notices. customers may opt to continue to receive such notices even if they opt for third party notifications. Initial compliance date of 4/22/2024. ",BYOD CI,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,S,30685,Small,Bill Pay & Usage,0
Sales & Care Support,115,Notification,1083,1174,NY State 3rd Party Billing Mandate,1693,NULL,"New York State has passed a law to allow residential customers to designate a third party to receive notices of total amounts due, payments, notices relating to termination of services. designated third party must indicate in writing a willingness to receive such notices. customers may opt to continue to receive such notices even if they opt for third party notifications. Initial compliance date of 4/22/2024. ",BYOD CI,Prioritized,Web Account Management,32768,S,32768,Small,Bill Pay & Usage,0
Sales & Care Support,115,Notification,1083,1174,NY State 3rd Party Billing Mandate,1693,NULL,"New York State has passed a law to allow residential customers to designate a third party to receive notices of total amounts due, payments, notices relating to termination of services. designated third party must indicate in writing a willingness to receive such notices. customers may opt to continue to receive such notices even if they opt for third party notifications. Initial compliance date of 4/22/2024. ",BYOD CI,Prioritized,IDP-Customer Graph Cloud,31468,M,31468,Medium,Bill Pay & Usage,0
Sales & Care Support,115,Notification,1083,1174,NY State 3rd Party Billing Mandate,1693,NULL,"New York State has passed a law to allow residential customers to designate a third party to receive notices of total amounts due, payments, notices relating to termination of services. designated third party must indicate in writing a willingness to receive such notices. customers may opt to continue to receive such notices even if they opt for third party notifications. Initial compliance date of 4/22/2024. ",BYOD CI,Prioritized,CCMule-Service,33688,M,33688,Medium,Bill Pay & Usage,0
Sales & Care Support,115,Notification,1083,1174,NY State 3rd Party Billing Mandate,1693,NULL,"New York State has passed a law to allow residential customers to designate a third party to receive notices of total amounts due, payments, notices relating to termination of services. designated third party must indicate in writing a willingness to receive such notices. customers may opt to continue to receive such notices even if they opt for third party notifications. Initial compliance date of 4/22/2024. ",BYOD CI,Prioritized,Customer Connect Salesforce Marketing Cloud,30687,S,30687,Small,Bill Pay & Usage,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,Digi Remote Manager,33834,S,33834,Small,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,Centralized Products and Offers Platform,29607,M,29607,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,IDP-CAMS,32767,M,32767,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,T.Data,21948,M,21948,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,T.Data Integration services for Consumption Engines,22498,M,22498,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,BSSe-Catalog One,30911,M,30911,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,Oracle Installment Loan Sub Ledger,31372,M,31372,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,IDP-Web-Sales,33758,S,33758,Small,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,M,30685,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,CCMule-Service,33688,M,33688,Medium,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,IDP-Commerce-Cart&Pricing,33825,S,33825,Small,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,IDP-Commerce-Checkout Services,33827,S,33827,Small,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,Sanity.io,32012,S,32012,Small,Manage Account / Close & Retain,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1175,Support for Customer Loyalty Group cancel line or account + Retention Promo,1694,NULL,,Migration Cohort 2,Prioritized,IDP-Customer Graph Cloud,31468,S,31468,Small,Manage Account / Close & Retain,0
"Mediation, Billing, & Revenue Management",110,Credit,1045,1176,Credit Incremental ,1695,NULL,,Wireless Phase-2,No Longer Pursuing,IDP-Customer Graph Cloud,31468,M,31468,Medium,Shop & Purchase,0
"Mediation, Billing, & Revenue Management",110,Credit,1045,1176,Credit Incremental ,1695,NULL,,Wireless Phase-2,No Longer Pursuing,Customer Approval System,18224,L,18224,Large,Shop & Purchase,0
"Mediation, Billing, & Revenue Management",110,Credit,1045,1176,Credit Incremental ,1695,NULL,,Wireless Phase-2,No Longer Pursuing,Organizational Risk Based Integrated Technology Gold,17922,M,17922,Medium,Shop & Purchase,0
"Mediation, Billing, & Revenue Management",110,Credit,1045,1176,Credit Incremental ,1695,NULL,,Wireless Phase-2,No Longer Pursuing,Credit and Collections Data Management,17222,M,17222,Medium,Shop & Purchase,0
"Mediation, Billing, & Revenue Management",110,Credit,1045,1176,Credit Incremental ,1695,NULL,,Wireless Phase-2,No Longer Pursuing,Customer Connect Salesforce Sales & Services Cloud,30685,M,30685,Medium,Shop & Purchase,0
"Mediation, Billing, & Revenue Management",110,Credit,1045,1176,Credit Incremental ,1695,NULL,,Wireless Phase-2,No Longer Pursuing,CCMule-Service,33688,M,33688,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Customer Account Payment Management (a.k.a. OnePay),73,M,73,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Member Profile System,8841,M,8841,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Device Lifecycle Management (DLC),17744,M,17744,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Troubleshooting Operations Resolution Care Help,18187,M,18187,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Customer Approval System,18224,M,18224,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Order Capture Engine,23488,M,23488,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,CCMule-Service,33688,L,33688,Large,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,IDP-Web-Sales,33758,M,33758,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,IDP-Commerce-Enabler Services,33826,S,33826,Small,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,IDP-Cart-and-Checkout-UI,33921,M,33921,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,IDP-Cloud-IdentityGraph,33944,M,33944,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Supply Chain Orchestrator,31902,M,31902,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Customer  Connect  Data Lake House,32255,M,32255,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,"Identity, Registration and Profile Mgmt",32765,M,32765,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Web Account Management,32768,M,32768,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,CCMule-CLM,33686,M,33686,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,CCMule-Sales,33687,L,33687,Large,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Halo Consumer Identity Lifecycle Management,31357,M,31357,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,IDP-Customer Graph Cloud,31468,S,31468,Small,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,DPG - Customer & Accounts,31478,M,31478,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,DPG - Orders & Supply Chain,31510,M,31510,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,IDP-Order Graph Cloud,31543,M,31543,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,BSSe-NEO,31710,M,31710,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Avertack,25114,M,25114,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,DPG - EDM Omnichannel Analytics,29670,M,29670,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Server-Side Analytics Framework Microservice,30420,M,30420,Medium,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,L,30685,Large,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,BSSe-Order Capture,30909,T,30909,Test,Shop & Purchase,0
Sales & Care Support,115,Fraud,1075,1177,Fraud: VD3 - Device Financing & Fraud Reporting,1696,NULL,Additional Fraud scope if needed,Migration Cohort 2,Prioritized,BSSe-Real Time Biller,30914,M,30914,Medium,Shop & Purchase,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Order Capture Engine,23488,L,23488,Large,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Commerce-Checkout Services,33827,M,33827,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,BSSe-Conversion Fabric,32985,XL,32985,X-Large,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Customer Account Payment Management (a.k.a. OnePay),73,M,73,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,CCMule-Service,33688,M,33688,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Converged Charging System- CHF,30669,S,30669,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Commerce-P&O Discovery,33824,S,33824,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Commerce-Cart&Pricing,33825,S,33825,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Web-Sales,33758,S,33758,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-CAMS,32767,M,32767,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Web Account Management,32768,M,32768,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,CCMule-CLM,33686,M,33686,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,CCMule-Sales,33687,M,33687,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Architecture Optimization Calculator,33821,S,33821,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Catalog-Auth&Publish,33822,S,33822,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,DPG - Billing,31204,T,31204,Test,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Order Graph Cloud,31543,M,31543,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,BSSe-BriteBill,31692,T,31692,Test,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Supply Chain Orchestrator,31902,M,31902,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Order Domain Services,32166,M,32166,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Customer  Connect  Data Lake House,32255,S,32255,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Server-Side Analytics Framework Microservice,30420,S,30420,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,myAT&T Mobile App,30558,L,30558,Large,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Customer Connect Salesforce Marketing Cloud,30687,M,30687,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Dispatch Management Platform,30754,M,30754,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,BSSe-Order Capture,30909,L,30909,Large,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,BSSe-Catalog One,30911,L,30911,Large,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Online Tax System,27429,M,27429,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Order Management Hub,27835,S,27835,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Centralized Products and Offers Platform,29607,M,29607,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,DPG - EDM Omnichannel Analytics,29670,S,29670,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,AT&T ServiceNow Ticket Transformation,30229,M,30229,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Azure Datalake Platform,30333,T,30333,Test,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,IDP-Customer Graph Cloud,31468,S,31468,Small,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,BSSe-NEO,31710,M,31710,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,BSSe-Real Time Biller,30914,M,30914,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,M,30685,Medium,Support & Network,0
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Customer Financial Management,13287,M,13287,Medium,Support & Network,0
