ID,editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
1013,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,2,Check Credit,18193,TLG-MOB,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
1014,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,2,Check Credit,20182,CSI - Customer Care,/Services/com/InquireAffiliateAccountPaymentBalance.jws,9/22/2025,,
1015,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,2,Check Credit,18193,TLG-MOB,RefQueryBeanTracer/getUserSaleChannel,9/22/2025,,
1016,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,2,Check Credit,18193,TLG-MOB,UpdateBanConvBeanTracer/getBanPK,9/22/2025,,
1017,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,2,Check Credit,18193,TLG-MOB,UpdateBanConvBeanTracer/setBanDetailsInfo,9/22/2025,,
1018,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,2,Check Credit,18193,TLG-MOB,UpgradeEquipmentConvBeanTracer/setRemoveSoc,10/8/2025,,
1019,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,3,"""Select Device",,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,
1020,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,3,"""Select Device",,18193,TLG-MOB,AppQueryBeanTracer/getCreditResult,9/22/2025,
1021,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,3,"""Select Device",,18193,TLG-MOB,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025,
1022,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,3,"""Select Device",,18193,TLG-MOB,appQueryBeanTracer/getEnrlInstlmntPreValid,9/22/2025,
1023,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,3,"""Select Device",,18257,OPUS - C,,POG no API,
1024,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,4,Validate Pricing,18193,TLG-MOB,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
1025,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,4,Validate Pricing,18193,TLG-MOB,RefQueryBeanTracer/getNpaNxxByRateCenter,9/22/2025,,
1026,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,4,Validate Pricing,18193,TLG-MOB,RefQueryBeanTracer/getRelatedSocList,10/8/2025,,
1027,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,4,Validate Pricing,18193,TLG-MOB,RefQueryBeanTracer/getUserSaleChannel,9/22/2025,,
1028,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,AppQueryBeanTracer/getBanInquireInfo,9/22/2025,,
1029,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,appQueryBeanTracer/getCustInstPlanID,9/22/2025,,
1030,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,appQueryBeanTracer/getEquInstmntInfo,9/22/2025,,
1031,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,AppQueryBeanTracer/getMobileLevelData,9/22/2025,,
1032,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,AppQueryBeanTracer/getProductInquireInfo,9/22/2025,,
1033,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18257,OPUS - C,,POG no API,,
1034,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025,,
1035,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025,,
1036,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025,,
1037,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,BanServicesBeanTracer/loadAccount,9/22/2025,,
1038,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,BulkMoveProductConvBeanTracer/getDuplicatedFtrs,9/22/2025,,
1039,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,BulkMoveProductConvBeanTracer/setConfirmationIndicators,9/22/2025,,
1040,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,MultiNewProductConvBeanTracer/saveMultiProduct,10/10/2025,,
1041,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setAddressApplyType,9/22/2025,,
1042,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setAutoAttachedSoc,9/22/2025,,
1043,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setCommonOrderId,9/22/2025,,
1044,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setDealerInfo,10/8/2025,,
1045,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setDirectFulfillmentInfo,9/22/2025,,
1046,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,newProductConvBeanTracer/setEquInstlmntInfo,9/22/2025,,
1047,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setMemoUserInfo,9/22/2025,,
1048,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setNewProductPK,9/22/2025,,
1049,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setNewSoc,9/22/2025,,
1050,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setPpuAddress,9/22/2025,,
1051,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setPricePlan,9/22/2025,,
1052,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/setUserName,9/22/2025,,
1053,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,NewProductConvBeanTracer/validateImeiRequiredSocs,9/22/2025,,
1054,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
1055,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025,,
1056,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,ProductAgreementConvBeanTracer/setProductPK,9/22/2025,,
1057,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,ProductAgreementConvBeanTracer/setRemoveSoc,10/8/2025,,
1058,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,RefQueryBeanTracer/getFeatureListBySoc,9/22/2025,,
1059,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,RefQueryBeanTracer/getIxcCodes,9/22/2025,,
1060,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,RefQueryBeanTracer/getParamValues,9/22/2025,,
1061,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,5,Reserve CTN,18193,TLG-MOB,RefQueryBeanTracer/getSubMarketList,9/22/2025,,
1062,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,AppQueryBeanTracer/getBanAndCtnList,9/22/2025,,
1063,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025,,
1064,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,AppQueryBeanTracer/getSubscriberHistory,9/22/2025,,
1065,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18257,OPUS - C,,POG no API,,
1066,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,23439,(FED) - iCAS,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AE2P01,10/23/2025,,
1067,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,BanActivitiesConvBeanTracer/createNewMemo,9/22/2025,,
1068,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,BanActivitiesConvBeanTracer/setMemoUserInfo,9/22/2025,,
1069,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,BanFinancialActivitiesConvBeanTracer/setBanPK,9/22/2025,,
1070,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,BanServicesBeanTracer/setCrsmPolicyInfo,9/22/2025,,
1071,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
1072,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,MultiNewProductConvBeanTracer/saveMultiProduct,10/10/2025,,
1073,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,NewProductConvBeanTracer/setNewProductPK,9/22/2025,,
1074,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,NewProductConvBeanTracer/setNewSoc,9/22/2025,,
1075,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,23439,(FED) - iCAS,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=ASC2P01,10/23/2025,,
1076,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,ProductActivitiesConvBeanTracer/setProductPK,9/22/2025,,
1077,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,ProductAgreementConvBeanTracer/setRemoveSoc,10/8/2025,,
1078,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,21948,T.Data,CustomerPersonalizedRecommendationsUpdateDecision,,,
1079,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,ProductServicesBeanTracer/updateEquInstlmntInfo,9/22/2025,,
1080,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,23439,(FED) - iCAS,/service=com.att.csi.m2e.ExecuteUnifiedCreditPolicyCheck/version=318.5.5/envContext=PROD/routeOffer=AW2P01,10/23/2025,,
1081,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,23439,(FED) - iCAS,/service=com.att.csi.m2e.UpdateUnifiedCreditPolicy/version=318.5.5/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1082,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18224,CAS,inquireItemAvailability,,,
1083,bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1084,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1085,bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
1086,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
1087,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,20182,CSI - Customer Care,/Services/com/InquireAffiliateAccountPaymentBalance.jws,9/22/2025,,
1088,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,RefQueryBeanTracer/getSubStatus,9/22/2025,,
1089,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,23901,CSI - CPSVC,CommonProvisioningServices-E911Address,,,
1090,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,UpdateBanConvBeanTracer/getBillingAddress,9/22/2025,,
1091,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,6,Setup Billing & Payments,18193,TLG-MOB,UpdateBanConvBeanTracer/setBanDetailsInfo,9/22/2025,,
1092,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,7,Validate PIN,18257,OPUS - C,,POG no API,,
1093,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,7,Validate PIN,20182,CSI - Customer Care,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1094,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,7,Validate PIN,20182,CSI - Customer Care,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1095,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,7,Validate PIN,20182,CSI - Customer Care,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
1096,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1097,bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1098,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1099,bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
1100,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,AppQueryBeanTracer/getBanInquireInfo,9/22/2025,,
1101,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,AppQueryBeanTracer/getBansBySubscriber,9/22/2025,,
1102,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025,,
1103,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,AppQueryBeanTracer/getMarketBySubscriber,9/22/2025,,
1104,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,AppQueryBeanTracer/getMobileLevelData,9/22/2025,,
1105,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,AppQueryBeanTracer/getProductInquireInfo,9/22/2025,,
1106,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,AppQueryBeanTracer/getUpgradeEligibility,9/22/2025,,
1107,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18257,OPUS - C,,POG no API,,
1108,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,BanServicesBeanTracer/createNewMemo,9/22/2025,,
1109,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,BanServicesBeanTracer/loadAccount,9/22/2025,,
1110,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
1111,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,27531,Digital IDP,/msAvertack-server/mitigation/mitigationSubmitOrder,10/13/2025,,
1112,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,27531,Digital IDP,/msapi/authorizationms/v1/setupAuth,10/23/2025,,
1113,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,17689,EDD,POST /mn/v1/send,9/22/2025,,
1114,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,ProductAgreementConvBeanTracer/getCurrentServices,9/22/2025,,
1115,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025,,
1116,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,23283,(FED) - COMS,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AW2P01,9/24/2025,,
1117,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,23283,(FED) - COMS,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=ASC2P01,9/24/2025,,
1118,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,23283,(FED) - COMS,/service=com.att.csi.m2e.ManageOmniOrder/version=264.5.0/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1119,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18249,ORACLE SCM,inflightOrderSvc,,,
1120,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18211,EDP,POST /restservices/entdocumentretrieval/v1/retrievearchivedocument,10/8/2025,,
1121,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,ProductAgreementConvBeanTracer/setProductPK,9/22/2025,,
1122,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,ProductServicesBeanTracer/getSubDiscount,9/22/2025,,
1123,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,23439,(FED) - iCAS,/service=com.att.csi.m2e.UpdateUnifiedCreditPolicy/version=318.5.5/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1124,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,25114,Avertack,,IDP API,,
1125,bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,20182,CSI - Customer Care,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
1126,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,20182,CSI - Customer Care,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
1127,bb0063,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,20182,CSI - Customer Care,/service=com.att.csi.m2e.ValidateAuthenticationPIN/version=312.5.21/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
1128,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,18193,TLG-MOB,RefQueryBeanTracer/getParamValues,9/22/2025,,
1129,ac412t,Add,Mass Markets,Retail,Mobility,3,Use & Manage,2,Change Plan / Change Speed,8,Add a Line,8,Submit Order,17690,CSI Parent/Triage,SubscriberContactVerification,,,
1130,tm0828,Add,Mass Markets,Online,Mobility,1,Shop & Purchase,1,Learn & Discover,3,Apply Promotions,1,Send Promotional Offer to Customer,30920,notifyNow,POST /v1/notifynow,10/7/2025,,
1131,tm0828,Add,Mass Markets,Online,Mobility,1,Shop & Purchase,1,Learn & Discover,3,Apply Promotions,1,Send Promotional Offer to Customer,18193,TLG-MOB,,,,
1132,tm0828,Add,Mass Markets,Online,Mobility,1,Shop & Purchase,1,Learn & Discover,3,Apply Promotions,2,Log into AT&T Account,27460,Halo.C AM,/hcas/v1/txn-authorize,10/7/2025,,
