ID,editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
666,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,22510,GRID-AC,,CSI API,,
667,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,/ccapi/c360/att-services-customer-search-e/api/v1/individuals/search,9/22/2025,,
668,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,att-authn-p/api/v2/customer/authz/status,10/22/2025,,
669,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,/ccapi/retail/att-sf-products-offers-e/api/topOffers,9/23/2025,,
670,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,att-customer-crm-alerts-e/api/v1/alerts,10/22/2025,,
671,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,att-order-e/api/v3/order,10/22/2025,,
672,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,att-products-e/api/v3/products/search,,,
673,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,att-recommendations-e/api/v2/scms/support/web-support/sf-support/offer-cards,,,
674,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,/msapi/servicequalification/v2/serviceavailability,10/22/2025,,
675,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30686,CCMULE,/ccapi/retail/att-services-availability-e/api/servicesAvailable,10/23/2025,,
676,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,31479,DPG - Sales & Sunrise,,,,
677,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,33847,IDP-BUPS,,,,
678,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,33063,Platform Support ATTFEDGOV1,,,,
679,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AE2P01,10/22/2025,,
680,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=ASC2P01,10/22/2025,,
681,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireCustomerSnapshot/version=297.5.38/envContext=PROD/routeOffer=AW2P01,10/22/2025,,
682,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01,10/21/2025,,
683,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01,10/21/2025,,
684,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireUnifiedAccountProfile/version=259.5.51/envContext=PROD/routeOffer=ASCP01,10/21/2025,,
685,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,18193,TLG-MOB,,,,
686,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,30685,CCSF,,POG no API,,
687,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20182,CSI - Customer Care,inquireCollectionsData,,,
688,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,9313,eTRACS,,Kafka topics,,
689,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,9,Lookup Customer,20186,CSI - Credit and Val,,,,
690,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
691,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
692,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
693,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,18193,TLG-MOB,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025,,
694,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,18193,TLG-MOB,appQueryBeanTracer/getSecurityParams,9/22/2025,,
695,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,18193,TLG-MOB,AppQueryBeanTracer/getUpgradeEligibility,9/22/2025,,
696,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,18193,TLG-MOB,AppQueryBeanTracer/getUserInfo,9/22/2025,,
697,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,18193,TLG-MOB,BanServicesBeanTracer/createNewMemo,9/22/2025,,
698,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
699,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,21948,T.Data,GetTDATACustomerIntentsPCA,,,
700,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,24433,(FED) - US,/service=com.att.csi.m2e.RetrieveUnifiedServiceAccount/version=260.5.66/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
701,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,31374,INLAP,UnifiedAddressValidationServiceQualificationUnifiedBill,Confirmed,,
702,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20180,CSI - Product and Offer Mgt,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
703,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20180,CSI - Product and Offer Mgt,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
704,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20180,CSI - Product and Offer Mgt,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
705,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,18193,TLG-MOB,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
706,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,19181,CS FOBPM,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AEP01,10/21/2025,,
707,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
708,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,18193,TLG-MOB,RefQueryBeanTracer/getDealerInfo,9/22/2025,,
709,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,19181,CS FOBPM,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=ASCP01,10/21/2025,,
710,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,10,LIC to OPUS (Search CTN ) - optional,19181,CS FOBPM,/service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AWP01,10/21/2025,,
711,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,AppQueryBeanTracer/getBanInquireInfo,9/22/2025,,
712,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025,,
713,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,appQueryBeanTracer/getEquInstmntInfo,9/22/2025,,
714,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025,,
715,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,AppQueryBeanTracer/getMobileLevelData,9/22/2025,,
716,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,AppQueryBeanTracer/getUserInfo,9/22/2025,,
717,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,BanLevelAgreementConvBeanTracer/getCurrentBanLevelPricePlan,9/23/2025,,
718,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,BanLevelAgreementConvBeanTracer/setBanPK,9/22/2025,,
719,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,32765,IDP-IDM,/msAvertack-server/mitigation/authenticateDigital,10/13/2025,,
720,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,24433,(FED) - US,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
721,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,21948,T.Data,CustomerPersonalizedRecommendationsRequestDecision,,,
722,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,17765,CPC,GET /CPCAuthService/api/login,,,
723,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,25114,Avertack,,IDP API,,
724,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,BanServicesBeanTracer/loadAccount,9/22/2025,,
725,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,21948,T.Data,CustomerPersonalizedRecommendationsRequestDecision,,,
726,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,21948,T.Data,CustomerPersonalizedRecommendationsRequestDecision,,,
727,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025,,
728,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
729,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025,,
730,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,ProductAgreementConvBeanTracer/setProductPK,9/22/2025,,
731,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,ProductEquipmentConvBeanTracer/getEquipmentInfo,9/22/2025,,
732,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
733,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
734,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
735,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
736,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,RefQueryBeanTracer/getIxcCodes,9/22/2025,,
737,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,RefQueryBeanTracer/getParamValues,9/22/2025,,
738,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,18193,TLG-MOB,RefQueryBeanTracer/getUserSaleChannel,9/22/2025,,
739,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
740,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,11,LIC to OPUS (Authenticate) - optional,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
741,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,appQueryBeanTracer/getInsurSocSubsList,9/22/2025,,
742,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,AppQueryBeanTracer/getProductInquireInfo,9/22/2025,,
743,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,AppQueryBeanTracer/getSubscriberList,9/22/2025,,
744,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18257,OPUS - C,,POG no API,,
745,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AEP01,10/20/2025,,
746,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=ASCP01,10/20/2025,,
747,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AWP01,10/20/2025,,
748,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,21948,T.Data,CustomerPersonalizedRecommendationsUpdateDecision,,,
749,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025,,
750,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,ProductAgreementConvBeanTracer/getCurrentServices,9/22/2025,,
751,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AE2P01,10/10/2025,,
752,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,productServicesBeanTracer/getAutoPromo,9/22/2025,,
753,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01,10/10/2025,,
754,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01,10/10/2025,,
755,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AW2P01,10/10/2025,,
756,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
757,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
758,bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
759,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,RefQueryBeanTracer/getImeiFrequencyInfo,9/22/2025,,
760,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
761,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,18193,TLG-MOB,SubscriberUsageConvBeanTracer/getSubUnbilledDataBal,9/22/2025,,
762,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/Services/com/InquireAffiliateAccountPaymentBalance.jws,9/22/2025,,
763,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,12,View Customer Summary,20182,CSI - Customer Care,/Services/com/InquireVoiceUsageDetails.jws,9/22/2025,,
764,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,20182,CSI - Customer Care,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
765,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,18193,TLG-MOB,AppQueryBeanTracer/getCreditResult,9/22/2025,,
766,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,18193,TLG-MOB,AppQueryBeanTracer/getMultiCreditResult,9/22/2025,,
767,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,21948,T.Data,CustomerPersonalizedRecommendationsRequestDecision,,,
768,lg8383,Delete,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,10056,LS CRM,,,,
769,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,10038,LS-OMS,,,,
770,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,21269,OVALS,,,,
771,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,18193,TLG-MOB,ProductAgreementBeanTracer/removeSoc,10/8/2025,,
772,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,18193,TLG-MOB,RefQueryBeanTracer/getLogicalDateList,9/22/2025,,
773,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,18193,TLG-MOB,UpdateBanConvBeanTracer/getBillDetailsInfo,9/22/2025,,
774,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,18193,TLG-MOB,UpdateBanConvBeanTracer/setBanPK,9/22/2025,,
775,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,13,Change Rate Plan / Add a Line,18193,TLG-MOB,UpgradeEquipmentConvBeanTracer/setRemoveSoc,10/8/2025,,
776,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,14,Check Credit,18193,TLG-MOB,AppQueryBeanTracer/getCreditResult,9/22/2025,,
777,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,14,Check Credit,18193,TLG-MOB,appQueryBeanTracer/getEnrlInstlmntPreValid,9/22/2025,,
778,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,14,Check Credit,18193,TLG-MOB,AppQueryBeanTracer/getMultiCreditResult,9/22/2025,,
779,lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed,2,Add A Line,14,Check Credit,18193,TLG-MOB,appQueryBeanTracer/getSecurityParams,9/22/2025,,
